tick,robot_id,neighbor_count,stopped,swarm_size
140,fb3,1,1,30
140,fb4,1,1,30
140,fb5,1,1,30
140,fb6,1,1,30
140,fb7,1,1,30
140,fb8,1,1,30
140,fb9,2,1,30
140,fb10,0,0,30
140,fb11,1,1,30
140,fb12,0,0,30
140,fb13,1,1,30
140,fb14,2,1,30
140,fb15,1,1,30
140,fb16,1,1,30
140,fb17,3,1,30
140,fb18,1,1,30
140,fb19,1,1,30
140,fb20,1,1,30
140,fb21,0,0,30
140,fb22,0,0,30
140,fb23,1,0,30
140,fb24,2,1,30
140,fb25,1,1,30
140,fb26,2,1,30
140,fb27,1,1,30
140,fb28,0,0,30
140,fb29,0,0,30
145,fb0,1,1,30
145,fb1,2,1,30
145,fb2,2,1,30
145,fb3,1,1,30
145,fb4,1,1,30
145,fb5,1,1,30
145,fb6,1,1,30
145,fb7,1,1,30
145,fb8,1,1,30
145,fb9,2,1,30
145,fb10,0,0,30
145,fb11,1,1,30
145,fb12,0,0,30
145,fb13,1,1,30
145,fb14,2,1,30
145,fb15,1,1,30
145,fb16,1,1,30
145,fb17,3,1,30
145,fb18,1,1,30
145,fb19,1,1,30
145,fb20,1,1,30
145,fb21,0,0,30
145,fb22,0,0,30
145,fb23,1,1,30
145,fb24,2,1,30
145,fb25,1,1,30
145,fb26,2,1,30
145,fb27,1,1,30
145,fb28,0,0,30
145,fb29,0,0,30
150,fb0,1,1,30
150,fb1,2,1,30
150,fb2,2,1,30
150,fb3,1,1,30
150,fb4,1,1,30
150,fb5,1,1,30
150,fb6,1,1,30
150,fb7,1,1,30
150,fb8,1,1,30
150,fb9,2,1,30
150,fb10,0,0,30
150,fb11,1,1,30
150,fb12,0,0,30
150,fb13,1,1,30
150,fb14,2,1,30
150,fb15,1,1,30
150,fb16,1,1,30
150,fb17,3,1,30
150,fb18,1,1,30
150,fb19,1,1,30
150,fb20,1,1,30
150,fb21,0,0,30
150,fb22,0,0,30
150,fb23,1,1,30
150,fb24,2,1,30
150,fb25,1,1,30
150,fb26,2,1,30
150,fb27,1,1,30
150,fb28,0,0,30
150,fb29,0,0,30
155,fb0,1,1,30
155,fb1,2,0,30
155,fb2,2,0,30
155,fb3,1,1,30
155,fb4,1,1,30
155,fb5,1,1,30
155,fb6,1,1,30
155,fb7,1,1,30
155,fb8,1,1,30
155,fb9,2,1,30
155,fb10,0,0,30
155,fb11,1,1,30
155,fb12,0,0,30
155,fb13,1,1,30
155,fb14,2,0,30
155,fb15,1,1,30
155,fb16,1,1,30
155,fb17,3,0,30
155,fb18,1,1,30
155,fb19,1,1,30
155,fb20,1,1,30
155,fb21,0,0,30
155,fb22,0,0,30
155,fb23,1,1,30
155,fb24,2,1,30
155,fb25,1,1,30
155,fb26,2,1,30
155,fb27,1,1,30
155,fb28,0,0,30
155,fb29,0,0,30
160,fb0,1,1,30
160,fb1,2,1,30
160,fb2,2,1,30
160,fb3,1,1,30
160,fb4,1,1,30
160,fb5,1,1,30
160,fb6,1,1,30
160,fb7,1,1,30
160,fb8,1,1,30
160,fb9,2,1,30
160,fb10,0,0,30
160,fb11,1,1,30
160,fb12,0,0,30
160,fb13,1,1,30
160,fb14,2,1,30
160,fb15,1,1,30
160,fb16,1,1,30
160,fb17,3,1,30
160,fb18,1,1,30
160,fb19,1,1,30
160,fb20,1,1,30
160,fb21,0,0,30
160,fb22,0,0,30
160,fb23,1,1,30
160,fb24,2,1,30
160,fb25,1,1,30
160,fb26,2,1,30
160,fb27,1,1,30
160,fb28,0,0,30
160,fb29,0,0,30
165,fb0,1,1,30
165,fb1,2,1,30
165,fb2,2,1,30
165,fb3,1,1,30
165,fb4,1,1,30
165,fb5,1,1,30
165,fb6,1,1,30
165,fb7,1,1,30
165,fb8,1,1,30
165,fb9,2,1,30
165,fb10,0,0,30
165,fb11,1,1,30
165,fb12,0,0,30
165,fb13,1,1,30
165,fb14,2,1,30
165,fb15,1,1,30
165,fb16,1,1,30
165,fb17,3,1,30
165,fb18,1,0,30
165,fb19,1,1,30
165,fb20,1,1,30
165,fb21,1,1,30
165,fb22,1,1,30
165,fb23,1,1,30
165,fb24,2,1,30
165,fb25,1,0,30
165,fb26,2,1,30
165,fb27,1,1,30
165,fb28,0,0,30
165,fb29,0,0,30
170,fb0,1,1,30
170,fb1,2,1,30
170,fb2,2,1,30
170,fb3,1,1,30
170,fb4,1,1,30
170,fb5,1,1,30
170,fb6,1,1,30
170,fb7,1,1,30
170,fb8,1,0,30
170,fb9,2,1,30
170,fb10,0,0,30
170,fb11,1,1,30
170,fb12,0,0,30
170,fb13,1,1,30
170,fb14,2,1,30
170,fb15,1,1,30
170,fb16,1,1,30
170,fb17,3,1,30
170,fb18,1,1,30
170,fb19,1,1,30
170,fb20,1,1,30
170,fb21,1,1,30
170,fb22,1,1,30
170,fb23,1,1,30
170,fb24,2,1,30
170,fb25,1,1,30
170,fb26,2,1,30
170,fb27,1,1,30
170,fb28,0,0,30
170,fb29,0,0,30
175,fb0,1,1,30
175,fb1,2,1,30
175,fb2,2,1,30
175,fb3,1,1,30
175,fb4,1,1,30
175,fb5,1,1,30
175,fb6,1,1,30
175,fb7,1,1,30
175,fb8,1,1,30
175,fb9,2,1,30
175,fb10,0,0,30
175,fb11,1,1,30
175,fb12,0,0,30
175,fb13,1,1,30
175,fb14,2,1,30
175,fb15,1,1,30
175,fb16,1,1,30
175,fb17,3,1,30
175,fb18,1,1,30
175,fb19,1,1,30
175,fb20,1,1,30
175,fb21,1,1,30
175,fb22,1,1,30
175,fb23,1,1,30
175,fb24,2,1,30
175,fb25,1,1,30
175,fb26,2,1,30
175,fb27,1,1,30
175,fb28,0,0,30
175,fb29,0,0,30
180,fb0,1,1,30
180,fb1,2,1,30
180,fb2,2,1,30
180,fb3,1,1,30
180,fb4,1,1,30
180,fb5,1,1,30
180,fb6,1,1,30
180,fb7,1,1,30
180,fb8,1,1,30
180,fb9,2,1,30
180,fb10,0,0,30
180,fb11,1,1,30
180,fb12,0,0,30
180,fb13,1,1,30
180,fb14,2,1,30
180,fb15,1,1,30
180,fb16,1,1,30
180,fb17,3,1,30
180,fb18,1,1,30
